"X.x","well","measure_date","napon_ab","napon_bc","napon_ca","elektricna_struja_fazaa","elektricna_struja_fazab","elektricna_struja_fazac","koeficijent_kapaciteta","frekvencija","radno_opterecenje","aktivna_snaga","pritisak_na_prijemu_pumpe","temperatura_motora","temperatura_u_busotini","X.y","esp_type","date_time","label","napon_change","struja_change","frekvencija_change","pritisak_change","temperatura_motora_change","temperatura_busotine_change"
2153011,"well_36",2022-04-01 02:54:51,397,406,397,0,0,0,100,0,0,40,142.76,134.3,132.9,45,"5-30-950",2022-04-02,"Mehanicke primese",39,-11,-55,0.759999999999991,0.300000000000011,-0.0999999999999943
2153053,"well_36",2022-04-01 05:54:56,394,403,394,0,0,0,100,0,0,41,142.64,131.4,130.6,45,"5-30-950",2022-04-02,"Mehanicke primese",42,-12,-55,0.639999999999986,0.400000000000006,0.599999999999994
2153081,"well_36",2022-04-01 07:54:55,394,401,394,0,0,0,100,0,0,42,142.59,130.3,129.7,45,"5-30-950",2022-04-02,"Mehanicke primese",42,-11,-55,0.590000000000003,0.300000000000011,0.699999999999989
2153106,"well_36",2022-04-01 09:54:55,390,399,390,0,0,0,100,0,0,0,142.54,129.6,129.2,45,"5-30-950",2022-04-02,"Mehanicke primese",43,-12,-55,0.539999999999992,0.599999999999994,0.199999999999989
2153132,"well_36",2022-04-01 11:55:01,392,401,392,0,0,0,100,0,0,43,142.55,129.1,128.7,45,"5-30-950",2022-04-02,"Mehanicke primese",43,-12,-55,0.550000000000011,0.0999999999999943,0.699999999999989
2153146,"well_36",2022-04-01 12:54:58,394,403,394,0,0,0,100,0,0,41,142.54,128.9,128.6,45,"5-30-950",2022-04-02,"Mehanicke primese",42,-12,-54.9,0.539999999999992,0.900000000000006,0.599999999999994
2153159,"well_36",2022-04-01 13:54:59,394,403,394,0,0,0,100,0,0,41,142.51,128.7,128.4,45,"5-30-950",2022-04-02,"Mehanicke primese",42,-12,-55,0.509999999999991,0.699999999999989,0.400000000000006
2153172,"well_36",2022-04-01 14:55:02,397,404,396,0,0,0,100,0,0,0,142.5,128.5,128.2,45,"5-30-950",2022-04-02,"Mehanicke primese",43,-12,-55,0.5,0.5,0.199999999999989
2153185,"well_36",2022-04-01 15:54:57,401,410,401,0,0,0,100,0,0,40,142.51,128.4,128.1,45,"5-30-950",2022-04-02,"Mehanicke primese",42,-12,-55,0.509999999999991,0.400000000000006,0.0999999999999943
2153210,"well_36",2022-04-01 17:55:03,394,403,394,0,0,0,100,0,0,40,142.52,128.2,127.9,45,"5-30-950",2022-04-02,"Mehanicke primese",23,-8,-45.1,0.52000000000001,0.199999999999989,0.900000000000006
2153252,"well_36",2022-04-01 20:55:04,390,397,390,0,0,0,100,0,0,0,142.55,127.9,127.6,45,"5-30-950",2022-04-02,"Mehanicke primese",24,-9,-48.5,0.550000000000011,0.900000000000006,0.599999999999994
2153265,"well_36",2022-04-01 21:55:04,403,410,401,0,0,0,100,0,0,48,142.56,127.8,127.5,45,"5-30-950",2022-04-02,"Mehanicke primese",16,-6,-38.7,0.560000000000002,0.799999999999997,0.5
2153278,"well_36",2022-04-01 22:55:02,396,403,394,0,0,0,100,0,0,0,142.58,127.7,127.5,45,"5-30-950",2022-04-02,"Mehanicke primese",25,-9,-45.6,0.580000000000013,0.700000000000003,0.5
2153290,"well_36",2022-04-01 23:55:03,394,401,392,0,0,0,100,0,0,52,142.61,127.7,127.4,45,"5-30-950",2022-04-02,"Mehanicke primese",17,-8,-38.1,0.610000000000014,0.700000000000003,0.400000000000006
2222244,"well_36",2022-11-21 11:10:38,368,377,361,15,15,15,95,46,58,31,18,128,125,46,"5-30-2250",2022-12-14,"Mehanicke primese",0,0,0,0,0,0
2222518,"well_36",2022-11-22 11:05:51,340,349,330,20,20,20,93,46,77,46,19.71,128.7,125.9,46,"5-30-2250",2022-12-14,"Mehanicke primese",340,20,46,19.71,128.7,125.9
2225120,"well_36",2022-12-02 00:16:28,366,371,356,16,16,16,94,46,61,34,19,125,125,46,"5-30-2250",2022-12-14,"Mehanicke primese",0,0,0,0,0,0
2225898,"well_36",2022-12-04 21:53:27,359,370,354,15,15,15,94,46,59,33,22,125,125,46,"5-30-2250",2022-12-14,"Mehanicke primese",0,0,0,0,0,0
2225899,"well_36",2022-12-04 21:54:03,359,370,354,15,15,15,94,46,59,33,22,125,125,46,"5-30-2250",2022-12-14,"Mehanicke primese",0,0,0,0,0,0
2225902,"well_36",2022-12-04 21:56:53,363,371,356,15,15,15,94,46,59,33,22,125,125,46,"5-30-2250",2022-12-14,"Mehanicke primese",0,0,0,0,0,0
2225921,"well_36",2022-12-04 23:18:02,363,373,358,15,15,15,94,46,59,34,21,125,125,46,"5-30-2250",2022-12-14,"Mehanicke primese",0,0,0,0,0,0
2225924,"well_36",2022-12-04 23:23:29,366,375,358,15,15,15,94,46,59,33,21,125,125,46,"5-30-2250",2022-12-14,"Mehanicke primese",0,0,0,0,0,0
2225958,"well_36",2022-12-05 01:58:23,363,373,354,15,15,15,95,46,59,33,20,125,125,46,"5-30-2250",2022-12-14,"Mehanicke primese",0,0,0,0,0,0
2225959,"well_36",2022-12-05 01:59:46,363,373,354,15,15,15,95,46,59,33,20,125,125,46,"5-30-2250",2022-12-14,"Mehanicke primese",0,0,0,0,0,0
2225985,"well_36",2022-12-05 03:46:40,370,378,361,15,15,15,95,46,58,33,19,125,125,46,"5-30-2250",2022-12-14,"Mehanicke primese",0,0,0,0,0,0
2225995,"well_36",2022-12-05 04:26:48,370,378,363,15,15,15,94,46,59,33,19,125,125,46,"5-30-2250",2022-12-14,"Mehanicke primese",0,0,0,0,0,0
2225996,"well_36",2022-12-05 04:29:40,370,378,363,15,15,15,94,46,59,33,19,125,125,46,"5-30-2250",2022-12-14,"Mehanicke primese",0,0,0,0,0,0
2226589,"well_36",2022-12-07 07:59:46,359,368,351,15,15,15,94,46,60,34,23,125,125,46,"5-30-2250",2022-12-14,"Mehanicke primese",0,0,0,0,0,0
2227969,"well_36",2022-12-12 07:05:18,326,339,316,21,21,21,93,46,79,48,16,125,124,46,"5-30-2250",2022-12-14,"Mehanicke primese",-77,21,46,16,125,124
2254361,"well_36",2023-04-29 13:43:44,381,377,365,8,7,7,60,46.5,43,20,16.47,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2254362,"well_36",2023-04-29 13:46:07,381,377,365,8,7,7,60,46.5,43,20,16.47,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2254372,"well_36",2023-04-29 14:03:27,387,382,370,8,7,8,63,46.5,45,22,16.11,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2254801,"well_36",2023-04-30 11:34:01,375,370,360,7,7,8,58,46.5,40,20,15.69,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2254808,"well_36",2023-04-30 11:48:51,372,369,356,8,8,8,56,46.5,41,20,15.63,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2254809,"well_36",2023-04-30 11:49:02,372,369,356,8,8,8,56,46.5,41,20,15.63,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2254816,"well_36",2023-04-30 12:06:03,375,370,359,8,7,8,58,46.5,40,20,15.54,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",-1,1,0,-0.0500000000000007,0,0
2254819,"well_36",2023-04-30 12:15:12,375,370,359,8,8,8,58,46.5,40,21,15.52,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2254820,"well_36",2023-04-30 12:15:21,375,370,359,8,8,8,58,46.5,40,21,15.52,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2254824,"well_36",2023-04-30 12:19:24,375,372,360,7,7,8,59,46.5,40,19,15.45,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2254825,"well_36",2023-04-30 12:19:59,376,372,361,7,7,8,59,46.5,40,19,15.44,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",1,0,0,-0.00999999999999979,0,0
2254834,"well_36",2023-04-30 12:37:47,376,374,361,7,7,7,60,46.5,40,19,15.28,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2254843,"well_36",2023-04-30 12:52:38,375,372,360,8,7,8,59,46.5,42,20,15.05,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2254844,"well_36",2023-04-30 12:52:55,375,372,360,8,7,8,59,46.5,42,20,15.05,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2254853,"well_36",2023-04-30 13:12:16,380,375,364,7,7,7,59,46.5,39,19,15.01,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2254854,"well_36",2023-04-30 13:13:26,380,375,364,7,7,7,59,46.5,39,19,15.01,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2254866,"well_36",2023-04-30 13:38:02,381,377,366,7,7,7,60,46.5,40,20,15.08,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2254867,"well_36",2023-04-30 13:39:01,381,377,366,7,7,7,60,46.5,40,20,15.08,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2254871,"well_36",2023-04-30 13:42:22,382,379,367,8,7,7,60,46.5,40,19,15.1,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2254883,"well_36",2023-04-30 14:08:22,382,377,367,7,7,7,59,46.5,39,19,15.23,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2254894,"well_36",2023-04-30 14:29:27,382,379,367,7,7,7,60,46.5,40,20,15.26,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,-1,0,0.0299999999999994,0,0
2254898,"well_36",2023-04-30 14:38:40,383,381,368,8,7,7,60,46.5,40,20,15.27,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2254917,"well_36",2023-04-30 15:14:16,381,376,366,7,7,7,59,46.5,40,19,15.09,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2254933,"well_36",2023-04-30 15:49:44,385,382,370,8,7,7,61,46.5,41,20,14.42,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2254942,"well_36",2023-04-30 16:07:06,387,382,371,8,7,7,61,46.5,43,20,13.98,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2260207,"well_36",2023-05-12 07:50:23,381,377,366,7,7,7,58,46.5,39,18,32.45,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2262090,"well_36",2023-05-16 11:23:58,375,370,357,8,9,8,59,47.5,45,23,27.48,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2265921,"well_36",2023-05-24 15:18:29,373,369,355,10,9,9,61,49.5,50,27,26.4,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2265925,"well_36",2023-05-24 15:24:21,372,369,355,9,9,9,62,49.5,50,26,26.39,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2265940,"well_36",2023-05-24 16:04:21,377,372,361,10,10,10,60,49.5,55,29,26.75,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,1,0,0.0500000000000007,0,0
2265941,"well_36",2023-05-24 16:07:15,377,372,361,10,10,10,60,49.5,55,29,26.75,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2265950,"well_36",2023-05-24 16:34:13,376,372,359,9,9,9,61,49.5,52,27,27.09,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",1,-1,0,0.0899999999999999,0,0
2265969,"well_36",2023-05-24 17:12:26,374,371,357,9,9,9,63,49.5,53,27,27.59,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2265973,"well_36",2023-05-24 17:20:16,372,369,355,9,9,9,60,49.5,49,26,27.53,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2265974,"well_36",2023-05-24 17:21:40,372,369,355,9,9,9,60,49.5,49,26,27.53,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2265975,"well_36",2023-05-24 17:22:23,372,369,355,9,9,9,60,49.5,49,26,27.53,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2265983,"well_36",2023-05-24 17:37:06,375,369,358,9,9,9,61,49.5,51,27,27.71,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2265991,"well_36",2023-05-24 17:57:06,372,368,355,9,9,9,61,49.5,49,27,27.95,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2265992,"well_36",2023-05-24 17:58:48,372,368,355,9,9,9,61,49.5,49,27,27.95,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2265996,"well_36",2023-05-24 18:03:49,374,370,356,9,9,8,61,49.5,54,25,28.02,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2266007,"well_36",2023-05-24 18:29:29,372,366,355,9,9,9,61,49.5,51,26,28.33,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,-1,0,0.109999999999999,0,0
2266030,"well_36",2023-05-24 19:17:44,370,366,354,9,9,9,60,49.5,50,27,28.77,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2266045,"well_36",2023-05-24 19:44:03,373,368,356,10,9,9,60,49.5,51,26,28.7,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,1,0,-0.109999999999999,0,0
2266067,"well_36",2023-05-24 20:26:48,368,363,350,9,9,9,61,49.5,52,27,28.45,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2266068,"well_36",2023-05-24 20:28:37,368,363,350,9,9,9,61,49.5,52,27,28.45,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2266077,"well_36",2023-05-24 20:44:03,368,364,352,10,9,9,62,49.5,52,29,28.34,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2266081,"well_36",2023-05-24 20:47:53,368,363,351,9,9,9,61,49.5,52,27,28.32,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2266096,"well_36",2023-05-24 21:23:13,367,362,351,9,9,9,62,49.5,51,28,28.59,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2266120,"well_36",2023-05-24 22:13:41,373,369,356,9,9,9,61,49.5,51,27,29.56,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2266143,"well_36",2023-05-24 23:02:44,371,368,355,10,10,9,60,49.5,50,27,29.9,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2266144,"well_36",2023-05-24 23:03:41,371,368,355,10,10,9,60,49.5,50,27,29.9,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2266180,"well_36",2023-05-25 00:22:03,373,369,356,9,9,9,61,49.5,50,26,30.74,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2266191,"well_36",2023-05-25 00:48:17,377,372,360,9,9,9,62,49.5,53,27,30.39,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2266212,"well_36",2023-05-25 01:37:53,373,368,356,9,9,9,62,49.5,52,27,31.17,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2266219,"well_36",2023-05-25 01:53:54,374,369,356,10,10,9,60,49.5,51,28,31.62,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0.130000000000003,0,0
2266222,"well_36",2023-05-25 01:57:48,373,368,356,10,10,9,60,49.5,52,28,31.62,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2266227,"well_36",2023-05-25 02:08:14,371,366,355,9,9,9,60,49.5,50,26,31.72,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2266230,"well_36",2023-05-25 02:12:28,371,368,355,9,9,9,60,49.5,51,26,31.68,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2266240,"well_36",2023-05-25 02:31:08,374,369,358,10,10,9,60,49.5,52,27,31.91,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2266243,"well_36",2023-05-25 02:37:02,375,369,358,9,9,9,60,49.5,51,26,32,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2266244,"well_36",2023-05-25 02:37:59,375,369,358,9,9,9,60,49.5,51,26,32,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2266257,"well_36",2023-05-25 03:03:18,373,369,356,9,10,9,62,49.5,52,28,32.43,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2266279,"well_36",2023-05-25 03:59:30,375,370,358,9,9,9,62,49.5,50,27,32.96,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,-0.100000000000001,0,0
2266280,"well_36",2023-05-25 04:02:09,375,370,358,9,9,9,62,49.5,50,27,32.96,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2266294,"well_36",2023-05-25 04:31:55,372,367,355,9,8,9,63,49.5,50,26,32.81,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2266303,"well_36",2023-05-25 04:47:14,374,369,356,9,9,9,60,49.5,50,26,33.09,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2266315,"well_36",2023-05-25 05:19:21,369,364,353,9,9,9,61,49.5,53,27,33.67,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2266324,"well_36",2023-05-25 05:42:03,368,362,351,9,9,9,61,49.5,52,27,33.66,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2266350,"well_36",2023-05-25 06:48:16,367,362,350,9,9,9,61,49.5,51,27,34.8,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2266368,"well_36",2023-05-25 07:24:18,362,358,345,9,9,9,62,49.5,51,27,35.33,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2266386,"well_36",2023-05-25 08:10:07,363,359,347,9,9,9,62,49.5,52,27,36.42,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2266387,"well_36",2023-05-25 08:12:16,363,359,347,9,9,9,62,49.5,52,27,36.42,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2266394,"well_36",2023-05-25 08:27:34,366,362,349,10,9,9,62,49.5,53,28,36.71,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2266406,"well_36",2023-05-25 08:57:17,368,363,353,9,10,9,61,49.5,53,28,37.43,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2266414,"well_36",2023-05-25 09:13:41,369,366,353,9,9,9,60,49.5,50,27,37.89,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2266419,"well_36",2023-05-25 09:23:53,373,367,355,10,9,9,60,49.5,50,26,38.05,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",1,0,0,0.0399999999999991,0,0
2266420,"well_36",2023-05-25 09:26:09,373,367,355,10,9,9,60,49.5,50,26,38.05,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2266425,"well_36",2023-05-25 09:39:51,374,369,356,9,9,9,61,49.5,51,26,38.37,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,-1,0,0.129999999999995,0,0
2266426,"well_36",2023-05-25 09:43:36,374,369,356,9,9,9,61,49.5,51,26,38.37,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2266433,"well_36",2023-05-25 11:16:20,369,366,353,9,9,9,60,49.5,50,27,39.41,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",-6,0,0,0.859999999999999,0,0
2266434,"well_36",2023-05-25 11:18:08,369,366,353,9,9,9,60,49.5,50,27,39.41,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2266440,"well_36",2023-05-25 11:30:56,371,367,354,9,10,9,61,49.5,51,28,39.73,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2266450,"well_36",2023-05-25 11:54:11,371,367,354,9,9,9,61,49.5,49,27,39.89,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",1,0,0,0.0600000000000023,0,0
2266451,"well_36",2023-05-25 11:57:22,371,367,354,9,9,9,61,49.5,49,27,39.89,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2266456,"well_36",2023-05-25 12:08:06,370,366,354,9,9,9,60,49.5,49,26,39.99,123,125,47,"5-30-2250",2023-05-29,"Mehanicke primese",0,0,0,0,0,0
2300978,"well_36",2023-08-15 17:01:30,375,368,374,10,10,10,63,49,57,29,38.26,132,125,48,"5-30-2250",2023-09-10,"Mehanicke primese",0,0,0,0,0,0
2301017,"well_36",2023-08-15 18:57:41,368,361,368,10,9,10,64,49,59,29,40.55,132,125,48,"5-30-2250",2023-09-10,"Mehanicke primese",0,0,0,0,0,0
2301035,"well_36",2023-08-15 19:44:38,367,361,368,10,10,10,64,49,60,29,41.26,132,125,48,"5-30-2250",2023-09-10,"Mehanicke primese",0,0,0,0,0,0
2301109,"well_36",2023-08-15 23:17:29,373,365,373,10,10,10,63,49,56,29,44.61,132,125,48,"5-30-2250",2023-09-10,"Mehanicke primese",0,0,0,0,0,0
2301144,"well_36",2023-08-16 00:54:35,374,367,374,10,10,10,64,49,58,30,45.35,132,125,48,"5-30-2250",2023-09-10,"Mehanicke primese",0,0,0,0,0,0
2301267,"well_36",2023-08-16 07:09:20,368,361,368,10,10,11,66,49,61,31,53.46,132,125,48,"5-30-2250",2023-09-10,"Mehanicke primese",3,0,0,0,0,0
2301268,"well_36",2023-08-16 07:13:12,368,361,368,10,10,11,66,49,61,31,53.46,132,125,48,"5-30-2250",2023-09-10,"Mehanicke primese",0,0,0,0,0,0
2301313,"well_36",2023-08-16 09:11:09,407,402,414,0,0,0,0,0,0,0,61.8,124,124,48,"5-30-2250",2023-09-10,"Mehanicke primese",0,0,0,0,0,0
2305225,"well_36",2023-08-19 15:17:19,410,405,417,0,0,0,0,0,0,0,129.18,135,134,48,"5-30-2250",2023-09-10,"Mehanicke primese",3,0,0,0.0100000000000193,0,0
2308237,"well_36",2023-08-21 13:12:26,383,379,387,8,8,8,85,40,62,25,101.78,125,124,48,"5-30-2250",2023-09-10,"Mehanicke primese",-2,0,0,0.019999999999996,0,0
2310383,"well_36",2023-08-24 07:52:15,361,354,362,10,11,10,71,45,67,30,81.04,127,125,48,"5-30-2250",2023-09-10,"Mehanicke primese",-59,10,45,81.04,127,125
2310867,"well_36",2023-08-24 15:02:30,382,375,384,8,8,9,62,45,46,22,80,129,125,48,"5-30-2250",2023-09-10,"Mehanicke primese",-2,0,0,0.0100000000000051,0,0
2312178,"well_36",2023-08-25 12:12:55,370,363,372,8,10,8,57,47,45,21,74.6,131,125,48,"5-30-2250",2023-09-10,"Mehanicke primese",0,0,0,0,0,0
2314449,"well_36",2023-08-29 10:34:38,351,342,349,10,11,11,72,48,70,33,58.11,121,125,48,"5-30-2250",2023-09-10,"Mehanicke primese",-71,10,48,58.11,121,125
2315817,"well_36",2023-09-01 07:23:40,370,364,371,8,9,9,63,50,51,26,56.98,131,125,48,"5-30-2250",2023-09-10,"Mehanicke primese",0,0,0,0,0,0
2316833,"well_36",2023-09-03 11:02:31,359,352,358,9,10,10,69,51,60,29,57.4,131,125,48,"5-30-2250",2023-09-10,"Mehanicke primese",0,0,0,0,0,0
2316847,"well_36",2023-09-03 11:37:17,358,351,358,9,10,10,68,51,59,29,57.03,131,125,48,"5-30-2250",2023-09-10,"Mehanicke primese",0,0,0,0,0,0
2316858,"well_36",2023-09-03 12:07:50,360,353,360,9,10,10,69,51,60,29,57,131,125,48,"5-30-2250",2023-09-10,"Mehanicke primese",0,0,0,0,0,0
2317023,"well_36",2023-09-03 19:55:02,367,360,367,9,10,10,67,51,58,29,60.05,131,125,48,"5-30-2250",2023-09-10,"Mehanicke primese",-1,0,0,0.0799999999999983,0,0
2317813,"well_36",2023-09-05 13:11:11,365,359,366,9,10,10,68,51,59,30,59.44,130,125,48,"5-30-2250",2023-09-10,"Mehanicke primese",0,0,0,0,0,0
2317814,"well_36",2023-09-05 13:12:27,365,359,366,9,10,10,68,51,59,30,59.44,130,125,48,"5-30-2250",2023-09-10,"Mehanicke primese",0,0,0,0,0,0
2318101,"well_36",2023-09-06 10:56:41,360,354,361,9,10,10,68,51,59,29,66.57,130,125,48,"5-30-2250",2023-09-10,"Mehanicke primese",0,0,0,0,0,0
2318155,"well_36",2023-09-06 13:25:45,359,352,358,9,10,10,69,51,62,30,67.47,131,125,48,"5-30-2250",2023-09-10,"Mehanicke primese",0,0,0,0,0,0
2437943,"well_37",2020-06-12 19:11:43,390,373,397,10,10,10,96,44,41,16,70,109,109,50,"5-30-1900",2020-07-08,"Mehanicke primese",-6,1,1.4,-1,-1,-1
2442076,"well_37",2020-06-15 04:44:18,392,389,392,8,8,8,97,41.5,34,13,70,109,109,50,"5-30-1900",2020-07-08,"Mehanicke primese",3,-3,-1.4,-1,-1,-1
2463539,"well_37",2020-06-29 20:23:18,399,394,397,0,0,0,100,0,0,0,73,107,107,50,"5-30-1900",2020-07-08,"Mehanicke primese",0,0,0,0,0,0
2464987,"well_37",2020-06-30 22:38:08,385,382,385,11,11,11,96,45,44,19,70,110,110,50,"5-30-1900",2020-07-08,"Mehanicke primese",0,0,0,0,0,0
2467781,"well_37",2020-07-03 02:49:34,390,366,392,0,0,0,100,0,0,0,0,0,0,50,"5-30-1900",2020-07-08,"Mehanicke primese",-2,-13,-47,-71,-111,-111
2472174,"well_37",2020-07-05 23:48:11,351,351,356,20,20,20,83,53.2,70,45,86,120,119,50,"5-30-1900",2020-07-08,"Mehanicke primese",0,0,0,0,0,0
2568009,"well_38",2021-07-01 04:41:06,401,406,404,0,0,0,0,0,0,0,8,95,95,51,"5A-35-1800",2021-07-25,"Mehanicke primese",26,-25,-52,4,4,4
2568010,"well_38",2021-07-01 04:42:59,401,406,404,0,0,0,0,0,0,0,8,95,95,51,"5A-35-1800",2021-07-25,"Mehanicke primese",0,0,0,0,0,0
2591080,"well_38",2021-07-15 10:03:05,397,401,402,0,0,0,0,0,0,0,0,0,0,51,"5A-35-1800",2021-07-25,"Mehanicke primese",24,-20,-52,-5,-90,-90
2595591,"well_38",2021-07-18 06:05:38,378,381,383,20,20,20,67,52,57,25,4,89,89,51,"5A-35-1800",2021-07-25,"Mehanicke primese",0,0,0,0,0,0
2595592,"well_38",2021-07-18 06:06:10,378,381,383,20,20,20,67,52,57,25,4,89,89,51,"5A-35-1800",2021-07-25,"Mehanicke primese",0,0,0,0,0,0
